id,predicted_answer,true_answer,is_correct,pred_confidence,confidence_gap,probs,paragraph,question,choices,answer,question_plus,confidence_gap_bin,prediction_result,category
generation-for-nlp-821,2,1,False,0.9991818,0.99877846,"[0.00016238284297287464, 0.9991818070411682, 0.000252478668699041, 0.00040333435754291713]",교육평가(universal screening) 자료에 따르면 ‘학교의 학업성취목표’(school competencies)를 제대로 충족하는 학생이 거의 없는 경우 다음 중 무엇을 수행해야 합니까?,학교의 학업성취목표를 제대로 충족하는 학생이 거의 없는 경우 다음 중 무엇을 수행해야 합니까?,"['핵심 교과과정 제공에서 변화가 있어야 합니다.', '학업성취목표를 충족하지 못하는 학생에게는 전략적 또는 보충 교육을 제공해야 합니다.', '학생들에게 학업성취목표을 개발할 수 있는 더 많은 시간을 제공해야 합니다.', '학업성취목표를 충족하지 못하는 학생은 학습장애 평가를 받아야 합니다.']",1,,"[0.9, 1.0)",Incorrect,mmmlu-psychology
generation-for-nlp-823,4,3,False,0.99384004,0.99099416,"[0.0008867008145898581, 0.0024273914750665426, 0.0028458707965910435, 0.9938400387763977]","Susan은 자신의 자리에 가만히 앉아 있지 못하기 때문에 학교심리학자에게 의뢰된 1학년 학생입니다. 그녀의 선생님은 Susan이 ""항상 일어나서 교실을 돌아다닌다""고 보고합니다.",해당 의뢰 문제와 관련성이 가장 낮은 관찰 데이터는 무엇입니까?,"['빈도', '지속시간', '강도', '또래 비교']",3,,"[0.9, 1.0)",Incorrect,mmmlu-psychology
generation-for-nlp-827,3,2,False,0.9672395,0.9484454,"[0.00647718133404851, 0.018794145435094833, 0.967239499092102, 0.007489209529012442]","지정된 자습시간에 1학년 학생인 Mary는 때때로 자리를 떠나 블록놀이를 하려고 합니다. 그녀가 자리에서 일어나면, 그녀는 자습을 완료하지 못하게 됩니다.",다음 행동중재전략(behavioral intervention strategies) 중 Mary가 자습을 완료할 수 있는 가능성을 장기적으로 가장 효과적으로 높이는 것은 무엇입니까?,"['Mary가 자습을 시작하기 전에 특정 시간 동안 교사 선정 도서를 읽을 수 있도록 허용', 'Mary가 지정된 자습시간 내내 자리에 남아 있으면 나중에 블록놀이를 할 수 있도록 허용', '수업 목표 측면에서 자습을 완료하는 것의 의미를 Mary에게 설명.', '지정된 좌습시간 동안 교실 밖으로 블록 치우기.']",2,,"[0.9, 1.0)",Incorrect,mmmlu-psychology
generation-for-nlp-838,4,2,False,0.98225003,0.9742164,"[0.004261041060090065, 0.0054552690126001835, 0.008033660240471363, 0.9822500348091125]",Ek 교수는 중학생들의 온라인 괴롭힘 행위를 연구하는 데 관심이 있습니다.,다음 연구 방법 선택(및 그 이론적 근거) 중 가장 적절한 것은 무엇입니까?,"['실험 - 온라인 괴롭힘을 연구하는 가장 편리하고 윤리적인 방법은 참가자의 절반을 독립변수(온라인 괴롭힘)를 겪고 있는 그룹에 무작위로 배정하는 것입니다.', '상관관계 - 의도적으로 중학생을 괴롭힘 행위에 노출시키는 것은 비윤리적이므로 Ek 교수는 기존 온라인 괴롭힘 사례와 상관관계가 있는 변수를 검토해야 합니다.', '자연적 관찰 - 중학생들의 소셜 네트워크에서의 행동을 모니터링하여 온라인 괴롭힘 사례를 관찰하는 것은 가장 정확한 데이터를 제공할 것이며, 소셜 네트워크는 ""공개"" 공간으로 간주되기 때문에 중요한 개인정보 보호 문제를 제기하지는 않을 것입니다.', '설문조사 - 온라인 괴롭힘 행위 및 이러한 행위에 대한 반응에 대한 자기보고(self-report)는 괴롭힘과 그 영향에 대한 가장 정확한 설명을 제공할 가능성이 높습니다.']",2,,"[0.9, 1.0)",Incorrect,mmmlu-psychology
generation-for-nlp-842,2,1,False,0.9983004,0.9970654,"[0.0003996740560978651, 0.9983003735542297, 0.0012349466560408473, 6.50695146759972e-05]",학교심리학자는 학업 성취도 측정에서 학생의 성적에 관해 학생의 부모에게 피드백을 제공하고 있습니다.,‘학년 동등지수’(grade equivalent)의 개념을 설명하기 위해 학교심리학자는 다음과 같이 설명해야 합니다.,"['특정 학년의 학생들이 얻은 해당 측정에서의 평균 점수', '특정 연령의 학생들이 얻은 해당 측정에서의 평균 점수', '학교에서 학생이 배정되어야 하는 학년', '또래 간의 책임성을 결정하는 데 활용됨']",1,,"[0.9, 1.0)",Incorrect,mmmlu-psychology
generation-for-nlp-845,3,2,False,0.9987942,0.99805415,"[0.0003129698452539742, 0.0007400471367873251, 0.9987941980361938, 0.00015279122453648597]","퀴즈에서 Brian의 팀 점수는 8, 6, 9, 7, 10, 9, 5, 4, 9였습니다.",팀 점수의 중앙값은 다음과 같습니다.,"['9', '8', '7.5', '7']",2,,"[0.9, 1.0)",Incorrect,mmmlu-psychology
generation-for-nlp-851,1,4,False,0.9948067,0.9910607,"[0.994806706905365, 0.0006241953815333545, 0.0037460438907146454, 0.0008231493411585689]",Nell은 오빠(동생) Matthew가 동물 봉제인형을 화장실에 두었다는 이유로 벌을 받는 것을 본 후 자신의 동물 봉제인형을 화장실에 두지 않기로 했습니다.,Nell의 결정은 다음에 대한 예시를 보여줍니다.,"['준비된 조건화', '교육(tutelage)', '강화계획', '대리학습']",4,,"[0.9, 1.0)",Incorrect,mmmlu-psychology
generation-for-nlp-864,3,4,False,0.9994542,0.99918884,"[6.373026553774253e-05, 0.0002653493720572442, 0.9994542002677917, 0.0002167106868000701]",Elise는 운전해서 학교로 가면서 라디오에서 콘서트 티켓 경품 소식을 듣습니다. 그녀가 이 경품을 받으려면 일곱 번째로 전화를 건 사람이 되어야 합니다. 전화를 걸려고 차를 세우면서 그녀는 그 번호를 여러 번 반복해서 마음 속으로 읽었습니다.,Elise는 전화번호를 기억하기 위해 다음 중 어떤 방법을 사용하고 있습니까?,"['영상기억', '정교화 시연', '단위화', '유지형 시연']",4,,"[0.9, 1.0)",Incorrect,mmmlu-psychology
generation-for-nlp-881,1,3,False,0.9938607,0.9903531,"[0.9938607215881348, 8.301656635012478e-05, 0.0025486142840236425, 0.003507631365209818]",Jacob은 어머니가 슈퍼마켓의 과자 코너에서 아무것도 사지 못하게 할 때마다 통제 불가능할 정도로 소리내어 웁니다. 결국 그의 어머니는 포기하고 그가 울음을 그치면 과자 하나를 사도록 허락합니다.,Jacob의 우는 행동은 그의 어머니에 의한 __________________의 대상이 됩니다.,"['처벌', '연합', '강화', '소거']",3,,"[0.9, 1.0)",Incorrect,mmmlu-psychology
generation-for-nlp-915,2,4,False,0.96571654,0.94703496,"[0.007738650776445866, 0.965716540813446, 0.018681557849049568, 0.00786321610212326]","Delia는 Harvard University와 Yale University에 모두 합격했는데, 두 대학 중에서 어디를 가야할지 선택하는 데 어려움을 겪고 있습니다.",그녀는 다음 중 어떤 갈등에 직면해 있습니까?,"['좌절-공격성', '내재적-외적', '접근-회피', '접근-접근']",4,,"[0.9, 1.0)",Incorrect,mmmlu-psychology
generation-for-nlp-919,1,4,False,0.98118126,0.9634698,"[0.981181263923645, 0.0177114587277174, 0.0007477431790903211, 0.0003595637099351734]",신경전달은 전기화학적 프로세스로 설명되는 경우가 많습니다.,다음 중 전기적 측면과 가장 직접적으로 관련된 것은 무엇입니까?,"['시냅스', '종말단추', '호르몬', '수초']",4,,"[0.9, 1.0)",Incorrect,mmmlu-psychology
generation-for-nlp-921,2,4,False,0.9761051,0.9585143,"[0.004506558645516634, 0.9761050939559937, 0.0017975186929106712, 0.017590848729014397]",Carlotta는 매사에 적응을 잘 하고 사회적으로도 유능한 청소년입니다.,다음 중 그녀 가족의 양육방식을 가장 잘 나타내는 것은 무엇입니까?,"['최소한의 감독', '허용적', '독재적', '권위적']",4,,"[0.9, 1.0)",Incorrect,mmmlu-psychology
generation-for-nlp-934,3,4,False,0.96443087,0.93614393,"[0.006281532812863588, 0.0010007269447669387, 0.9644308686256409, 0.028286922723054886]",Jeanette는 현관문을 잠근 다음 손잡이를 돌려 잠긴 것을 확인했습니다. 그녀는 벌써 두 번째 확인했습니다. 도로를 향해 걸어가다 Jeanette는 다시 집으로 돌아와서 문이 잠겨 있는지 확인했습니다.,Jeanette의 행동은 다음으로 보입니다.,"['정신병', '조현병', '강박적', '충동적']",4,,"[0.9, 1.0)",Incorrect,mmmlu-psychology
generation-for-nlp-940,4,2,False,0.98865384,0.98358643,"[0.002299904590472579, 0.005067432299256325, 0.00397880095988512, 0.988653838634491]",셰익스피어 희곡의 한 유명한 등장인물은 더 이상 존재하지도 않는 피를 씻어내기 위해 손을 계속 씻습니다.,이 경우 반복적으로 손을 씻는 행동은 다음에 해당합니다.,"['망상', '충동', '환각', '강박']",2,,"[0.9, 1.0)",Incorrect,mmmlu-psychology
generation-for-nlp-941,4,3,False,0.9845269,0.9751358,"[0.00509121548384428, 0.0009908948559314013, 0.009391061030328274, 0.9845268726348877]","Cyrus는 학교에서 길고 힘든 하루를 보낸 후 피곤해서 낮잠을 잡니다. 한 시간 후, 그의 아버지가 그를 깨우며 저녁식사 시간이라고 말합니다. Cyrus는 잠자기 전보다 몸이 더 안 좋아서 식탁까지 움직일 힘도 없습니다.",Cyrus가 잠에서 깨어나기 직전의 EEG는 아마도 다음에 대한 우위성을 나타내었을 것입니다.,"['알파파.', '베타파.', '델타파.', '수면방추파.']",3,,"[0.9, 1.0)",Incorrect,mmmlu-psychology
generation-for-nlp-945,4,3,False,0.9960129,0.99356544,"[0.00015237461775541306, 0.0024475031532347202, 0.0013872153358533978, 0.9960129261016846]",비영어권 국가에서 태어난 10세 학생이 해당 교육구의 집단 성취검사에서 낮은 점수를 받아서 특수 교육 서비스를 받을 수 있는 후보자로 추천되었습니다. 해당 학생은 해당 교육구의 영어 숙련도 시험에서는 높은 점수를 받았습니다.,진단평가에 대한 다음 접근법 중 가장 적절한 것은 다음입니다.,"['해당 학생이 태어난 국가의 언어에 능통한 통역사를 고용합니다.', '적어도 두 가지 영어 지능검사 결과를 사용합니다.', '기술과 능력을 식별하는 과정에서 사회문화적, 적응적 행동을 설명합니다.', '학부모 인터뷰, 교실 관찰과 함께 지능검사 결과를 포함합니다.']",3,,"[0.9, 1.0)",Incorrect,mmmlu-psychology
generation-for-nlp-947,3,2,False,0.9972228,0.9947475,"[7.633308996446431e-05, 0.002475236775353551, 0.9972227811813354, 0.00022565104882232845]",앨버트 반두라(Albert Bandura)의 연구는 성인의 공격적인 행동을 목격한 아동은 나중에 그러한 공격적인 행동을 모방할 가능성이 있음을 입증했습니다.,이 현상을 다음이라고 합니다.,"['도구적 학습.', '모델링.', '모방 효과.', '타나토스.']",2,,"[0.9, 1.0)",Incorrect,mmmlu-psychology
generation-for-nlp-953,3,2,False,0.99700963,0.99431235,"[0.0002206135104643181, 7.230752089526504e-05, 0.9970096349716187, 0.002697318559512496]",한 연구에 따르면 대부분의 사람들은 물 1쿼트에 있는 소금 1g의 맛을 지각할 수 있는 것으로 나타났습니다.,다음 개념 중 본 연구의 목적과 가장 밀접한 것은 무엇입니까?,"['차이역', '절대역', '미각 항등성', '감각순응']",2,,"[0.9, 1.0)",Incorrect,mmmlu-psychology
generation-for-nlp-960,4,3,False,0.9948704,0.9919682,"[0.0013392941327765584, 0.0008880706154741347, 0.0029021904338151217, 0.9948704242706299]",대다수 뉴욕 주민들은 세계무역센터(World Trade Center)가 파괴되었다는 소식을 들었을 때 자신들이 어디에 있었고 무엇을 하고 있었는지 기억합니다.,다음 중 이러한 유형의 기억을 가장 잘 식별하는 것은 무엇입니까?,"['암묵적 기억', '엔그램', '섬광 기억', '명시적 기억']",3,,"[0.9, 1.0)",Incorrect,mmmlu-psychology
generation-for-nlp-966,2,4,False,0.98326576,0.97662747,"[0.0038752614054828882, 0.98326575756073, 0.00622077751904726, 0.006638258695602417]",학교심리학자는 Smith 선생님이 학생들의 학습을 방해하는 문제 행동을 해결할 수 있도록 도와달라는 요청을 받았습니다. 학교심리학자는 Smith 선생님 학급의 학생 30명 중 26명에 대한 징계의뢰서가 이미 제출되었음을 나타내는 자료를 받았습니다.,다음 중 학교심리학자가 추천하기에 가장 좋은 방법은 무엇입니까?,"['징계의뢰서가 제출된 26명의 학생을 위한 개별 행동계약 개발', '징계의뢰서가 제출된 학생들에 대한 종합적인 정서 및 행동 평가 활용', '학습능력, 출석, 의사결정, 문제해결, 목표설정 등의 사안을 다루기 위해 학교 주도 집단상담 제공', '반응대가(response cost) 추첨과 같은 학급 전체의 행동관리 계획 실행']",4,,"[0.9, 1.0)",Incorrect,mmmlu-psychology
generation-for-nlp-969,2,4,False,0.99620545,0.99402696,"[0.0012448453344404697, 0.9962054491043091, 0.002178484108299017, 0.0003711999161168933]","Justin은 비행기를 타기 전에 비행에 대한 두려움을 극복해야 했습니다. 그의 치료사가 그에게 긴장이완 운동을 가르쳐 준 후, 그는 먼저 비행기 사진을 보면서, 그다음에는 공항에서 비행기가 이륙하는 것을 직접 보면서, 또 그다음엔 이륙하지 않는 빈 비행기에 올라타서, 마지막으로 짧은 비행을 하면서 이 운동을 했습니다.",그는 다음 중 어떤 치료를 받았습니까?,"['정신분석학', '행동치료', '인간중심치료', '실존치료']",4,,"[0.9, 1.0)",Incorrect,mmmlu-psychology
generation-for-nlp-981,4,1,False,0.9504543,0.9056988,"[0.04475552588701248, 0.0024029435589909554, 0.002387169748544693, 0.9504542946815491]","대형 신발 공장 파업 중 헐 하우스에서 열린 소녀 노동자 모임에서 진행된 토론을 통해, 가장 쉽게 겁먹고 항복한 파업 노동자는 당연히 식비를 내는 소녀들이었으며, 지나치게 뒤처지면 퇴출될까봐 두려웠음이 분명해졌다. 특별한 고난이 있었던 사건을 낭독한 후 그중 하나는 이렇게 외쳤다. ""우리만의 기숙 클럽이 있어 이럴 때 서로 돕는다면 좋지 않을까?"" 그 후 사건은 빠르게 진행되었다. 우리는 ... 그러한 사업의 어려움과 장점을 모두 논했고, 1891년 5월 1일 헐 하우스 근처에 두 개의 편안한 아파트를 임대하고 가구를 놓았다. 복지관은 가구를 책임지고 첫 달 임대료를 지불했지만, 이후에는 회원들이 직접 클럽을 관리했다.… 3년차 말, 클럽은 원래 건물에 있던 아파트 6개를 모두 점유했으며 회원 수는 50명이었다.",다음 중 정착 시설 직원이 동기를 부여받을 가능성이 가장 높은 것은?,"['사회복음주의', '사회다윈주의', '공산주의', '도시 정치기구의 지원']",1,,"[0.9, 1.0)",Incorrect,mmmlu-us_history
generation-for-nlp-983,1,2,False,0.9965205,0.9931135,"[0.9965205192565918, 0.0034070240799337626, 5.7650748203741387e-05, 1.4812602785241324e-05]","""오명으로 남을 어제 1941년 12월 7일 미국은 일본 제국의 해공군으로부터 갑작스럽고 고의적인 공격을 받았습니다. 미국은 일본과 평화를 유지했고 일본 요청에 따라 태평양 평화 유지를 위해 일본 정부 및 천황과 여전히 대화를 나누는 중이었습니다. 실제 일본 공군 비행대의 폭격 개시 한 시간 후… 주미 일본 대사와 그 동료는 최근 미국의 전언에 대한 공식 답변을 국무장관에게 전달했습니다. 이 답변에는 기존 외교 협상을 계속하는 일이 무익해 보인다고 명시는 되어 있지만 전쟁이나 무력 공격에 대한 위협이나 암시는 포함되어 있지 않고… 어제의 공격은… 미 해군과 군대에 심각한 피해를 입혔습니다. 매우 많은 미국인이 생명을 잃었습니다. 또한 미국 선박이 공해에서 어뢰로 격침당했다는 보고를 받았습니다.... 저는 육해군의 총사령관으로서 조국 방어를 위해 모든 조치를 취할 것을 지시했습니다."" 프랭클린 D. 루즈벨트 대통령, 라디오 연설, 1941년 12월 8일",다음 중 위에서 설명한 전쟁 선포의 경제적 결과를 가장 잘 설명한 것은 무엇입니까?,"['아시아 국가들과의 무역 감소로 미국과 유럽 모두의 경기 침체가 나타났습니다.', '아시아와 유럽이 전쟁으로 황폐화되어 미국은 지구상에서 가장 번영하는 국가 중 하나로 부상할 수 있었습니다.', '냉전의 긴장으로 인해 소련과 미국 경제가 고립되어 두 국가 모두 경제적 어려움을 겪었습니다.', '이후 일본은 미국에 배상금을 지불해야 하여 장기 불황에 빠졌습니다.']",2,,"[0.9, 1.0)",Incorrect,mmmlu-us_history
generation-for-nlp-984,3,2,False,0.9984799,0.9971665,"[7.40577670512721e-05, 0.0013133615721017122, 0.9984799027442932, 0.00013276288518682122]","""이 법이 통과된 이후 누구든 흑인이나 흑인 혼혈을 평생 노예나 하인으로 부릴 목적, 혹은 어떤 용어를 사용하든 무력이나 폭력으로 판매 또는 처분하거나, 판매의 원인이 되거나, 구류 또는 억류하거나, 구류나 억류의 원인이 되게 할 목적 또는 의도로 납치하거나, 이동하거나, 납치당하게 하거나, 이동당하게 하거나, 사기나 허위로 유혹하거나, 유혹당하게 하거나, 또는 탑치하거나, 이동하거나, 유혹하려는 목적으로 여하한 흑인이나 흑인 혼혈을 이 영연방 일부에서 여하한 다른 지역이나 이 영연방 외부로 데려간다면 그러한 사람 모두는 물론 조력자나 방조자 역시 적절한 관할권이 있는 영연방 법원에서 중범죄로 유죄 판결을 받는다."" —1826년 펜실베니아 법률 발췌",이 펜실베니아 법의 통과와 시행이 반영하는 당시의 갈등은 무엇입니까?,"['농촌과 도시의 이익', '연방법과 주법', '점진적인 해방을 선호하는 사람과 즉각적인 해방을 선호하는 사람', '정부의 상업규제를 지지하는 사람과 반대하는 사람']",2,,"[0.9, 1.0)",Incorrect,mmmlu-us_history
generation-for-nlp-988,4,2,False,0.9962502,0.9945823,"[0.00166792212985456, 0.000989297404885292, 0.0010925843380391598, 0.9962502121925354]","나는 어떤 백인에게라도 이렇게 말하겠다. 그가 배고픈 채로 로건의 오두막에 들어갔는데 로건이 고기를 주지 않았다면? 차갑고 벌거벗은 그에게 로건이 옷을 주지 않았다면? 길고 피비린내 나는 마지막 전쟁이 진행되는 동안 로건은 평화를 옹호하며 자기 오두막에서 한가롭게 지냈다. 백인에 대한 나의 사랑이 그러했기에 우리 동포들은 지나가며 로건을 가리키며 ""로건은 백인의 친구""라고 말했다. 나는 그대들과 더불어 살리라 생각한 적도 있었으나 단 한 남자가 입힌 상해 때문에 그만두었다. 지난 봄, 냉혈하며 도발당하지 않은 크레삽 대령은 로건의 모든 친척은 물론 나의 아내와 아이도 살해했다. 어떤 생명체의 혈관에도 내 피 한 방울이 흐르지 않는다. 나는 복수를 다짐했다. 방법을 찾았다. 나는 많은 사람을 죽였다. 나는 복수심을 철저히 과시했다. 나는 조국을 위한 평화의 빛을 기뻐한다. 그러나 이 감정이 두려움의 기쁨이라는 생각은 품지 않는다. 로건은 두려움을 느낀 적 없다. 그는 자기 목숨을 아끼고자 배신하지 않을 것이다. 로건을 애도할 자 있는가? 아무도 없다. —인디언 지도자 로건의 연설, 1774년",다음 중 위 구절에서 로건의 관점을 가장 잘 표현한 것은 무엇입니까?,"['로건은 영국 정착촌의 확장이 중단되어야 한다고 믿습니다.', '로건은 가족을 잃은 것을 슬퍼합니다.', '로건은 새로운 평화 조약에 반대합니다.', '로건은 인디언들이 단결하여 힘을 찾아야 한다고 믿습니다.']",2,,"[0.9, 1.0)",Incorrect,mmmlu-us_history
generation-for-nlp-998,1,3,False,0.9687393,0.94762427,"[0.9687392711639404, 0.006350487936288118, 0.003795233089476824, 0.021115003153681755]","자유인이 항상 가장 애써서 지켜온 권리 중 하나는 자신의 근면에 대한 보상을 즐길 권리다. 과세하는 권력은 파괴하는 권력이며 일정량의 재산이나 소득을 가져갈 권력이라는 점을 깨달으면 시민이 자기 시간 중 일정 기간을 정부를 위해 일해야 하며 국민에 대한 세금 부과는 가장 신중하게 보호되었다는 말을 다르게 표현할 뿐이라는 사실을 알게 된다... 긴급한 필요나 건전한 공공 정책에 요구되지 않는 세금을 국민에게 부과하는 정부는 자유의 수호자가 아니라 폭정의 도구다. 그런 정부는 시민을 폭정으로 괴롭힌다. 자유정부 붕괴의 첫 징후 중 하나는 과세 권력이 국민의 재산권을 무시하는 것이다.… 국민이 불합리한 과세로부터 헌법에 의해 보장된 재산 소유에 대한 합리적인 안전을 누릴 수 없다면 자유는 끝을 맞이한다.… 우리에게는 경제가 필수적이다. 이는 우리 민족성을 전면적으로 시험하는 것이다... 항상 피땀흘린 사람만이 지불한다. —캘빈 쿨리지, ""모두의 이익 속 경제"", 1924년 6월 30일",다음 대통령 중 쿨리지의 감정을 공유할 가능성이 가장 높은 대통령은 누구입니까?,"['프랭클린 D. 루즈벨트', '린든 B. 존슨', '로날드 레이건', '버락 오바마']",3,,"[0.9, 1.0)",Incorrect,mmmlu-us_history
generation-for-nlp-999,3,4,False,0.9982628,0.9967249,"[0.00010309828212484717, 9.627079998608679e-05, 0.9982628226280212, 0.0015379197429865599]","대형 신발 공장 파업 중 헐 하우스에서 열린 소녀 노동자 모임에서 진행된 토론을 통해, 가장 쉽게 겁먹고 항복한 파업 노동자는 당연히 식비를 내는 소녀들이었으며, 지나치게 뒤처지면 퇴출될까봐 두려웠음이 분명해졌다. 특별한 고난이 있었던 사건을 낭독한 후 그중 하나는 이렇게 외쳤다. ""우리만의 기숙 클럽이 있어 이럴 때 서로 돕는다면 좋지 않을까?"" 그 후 사건은 빠르게 진행되었다. 우리는 ... 그러한 사업의 어려움과 장점을 모두 논했고, 1891년 5월 1일 헐 하우스 근처에 두 개의 편안한 아파트를 임대하고 가구를 놓았다. 복지관은 가구를 책임지고 첫 달 임대료를 지불했지만, 이후에는 회원들이 직접 클럽을 관리했다.… 3년차 말, 클럽은 원래 건물에 있던 아파트 6개를 모두 점유했으며 회원 수는 50명이었다.",헐 하우스와 같은 정착지에서 표현된 개혁가들의 열망은 무엇입니까?,"['이민자의 기독교 개종', '정치적 급진주의 방지', '산업에 저렴한 노동력 제공', '도시 지역의 환경 개선']",4,,"[0.9, 1.0)",Incorrect,mmmlu-us_history
generation-for-nlp-1004,1,3,False,0.9998388,0.9996985,"[0.9998388290405273, 0.00014028148143552244, 1.554133814352099e-05, 5.353044798539486e-06]","상처를 입으면 불평할 권리가 있음은 모든 자유인이 주장하는 당연한 일이자, 특권이자, 더 나아가 권리입니다. 권력 남용에 가장 강력한 표현으로 공개 항의하고 권위 있는 자들의 술수나 공공연한 폭력을 이웃에게 경계토록 하며, 자유라는 축복, 자신이 자유에 부여한 가치, 어떠한 위협을 무릅쓰고라도 하늘이 줄 수 있는 가장 큰 축복 중 하나를 지키려는 결의에 가진 감각을 용기있게 주장할 권리가 있습니다.… 그러나 결론적으로 말하자면, 법원과 배심원 여러분, 여러분 앞에 놓인 질문은 작거나 사적인 문제가 아닙니다. 여러분이 심리하는 질 나쁜 인쇄업자나 뉴욕만의 대의도 아닙니다. 아닙니다! 결과적으로 미국 본토 영국 정부 하에 사는 모든 자유인에게 영향을 미칠 수 있습니다. 최고의 대의입니다. 자유의 대의지요. 그리고 제가 의심하지 않는 바는, 오늘 여러분의 옳은 행동만이 여러분이 동료 시민의 사랑과 존경을 받을 자격을 주며 노예생활보다 자유를 선호하는 모든 사람들이 여러분을 폭정 시도에 맞서 불편부당하고 부패하지 않은 판결을 통해 우리 자신, 후손, 이웃을 보호하기 위한 고귀한 기초를 마련했으며, 우리나라의 자연과 법이 우리에게 진실을 말하고 기록함으로써 (적어도 세계의 이 지역에서) 독단적 권력을 폭로하고 반대할 자유라는 권리를 부여한 자로서 축복하고 존경할 것이라는 것입니다.",젠거 사건에서 해밀턴의 승소가 가장 직접적으로 반영하는 것은 다음 중 무엇입니까?,"['영국으로부터 독립하려는 미국의 열망', '계몽주의 이상에 대한 미국의 거부', '미국 식민지의 오랜 자치 전통', '미국과 영국의 경제적 관계 약화']",3,,"[0.9, 1.0)",Incorrect,mmmlu-us_history
generation-for-nlp-1008,2,1,False,0.9989422,0.9983172,"[0.0006250066799111664, 0.9989421963691711, 0.0002651598188094795, 0.0001676618558121845]",자유인이 항상 가장 애써서 지켜온 권리 중 하나는 자신의 근면에 대한 보상을 즐길 권리다. 과세하는 권력은 파괴하는 권력이며 일정량의 재산이나 소득을 가져갈 권력이라는 점을 깨달으면 시민이 자기 시간 중 일정 기간을 정부를 위해 일해야 하며 국민에 대한 세금 부과는 가장 신중하게 보호되었다는 말을 다르게 표현할 뿐이라는 사실을 알게 된다... 긴급한 필요나 건전한 공공 정책에 요구되지 않는 세금을 국민에게 부과하는 정부는 자유의 수호자가 아니라 폭정의 도구다. 그런 정부는 시민을 폭정으로 괴롭힌다. 자유정부 붕괴의 첫 징후 중 하나는 과세 권력이 국민의 재산권을 무시하는 것이다.… 국민이 불합리한 과세로부터 헌법에 의해 보장된 재산 소유에 대한 합리적인 안전을 누릴 수 없다면 자유는 끝을 맞이한다.… 우리에게는 경제가 필수적이다. 이는 우리 민족성을 전면적으로 시험하는 것이다... 항상 피땀흘린 사람만이 지불한다.,위에 표현된 사상이 영향받은 것은 다음 중 무엇인가?,"['1920년대의 광범위한 번영', '1920년대의 광범위한 경제적 어려움', '1920년대의 급속한 복지국가 성장', '널리 알려진 독점금지 기소']",1,,"[0.9, 1.0)",Incorrect,mmmlu-us_history
generation-for-nlp-1040,1,3,False,0.9999995,0.9999993,"[0.9999995231628418, 1.2797379156381794e-07, 2.0999600280902087e-07, 6.171334376858795e-08]","""우리가 겪는 경제적 질병은 수십 년에 걸쳐 닥쳐왔습니다. 며칠, 몇 주, 몇 달 안에 사라지지는 않으나 사라질 겁니다. 우리 미국인들은 과거에도 그랬듯, 지금 마지막이자 가장 위대한 자유의 보루를 지키고자 필요한 모든 일을 할 능력을 갖추고 있기에 사라질 겁니다. 현재 위기에서 정부는 우리 문제에 대한 해결책이 아닙니다. 정부 그 자체가 문제입니다. . . . ""저는 연방 기관의 규모와 영향력을 줄이고, 연방 정부에 부여된 권력과, 국가나 국민에게 부여된 권력을 구별해 승인할 것을 요청하고자 합니다. 우리 모두는 연방정부가 국가를 창설한 것이 아니라는 점을 기억해야 합니다. 국가가 연방정부를 창설했습니다."" —로널드 레이건, 첫 취임 연설, 1981년 1월 21일 미국 역사상 진행 중인 논쟁 중 인용문에 표현된 것은 다음 중 무엇인가?",이 지문에 나타난 정보는 무엇인가?,"['대통령 권한을 둘러싼 논쟁', '선거 참여를 둘러싼 논쟁', '연방정부의 경제에 대한 권력을 둘러싼 논쟁', '연방의 국제 문제에 대한 권한을 둘러싼 논쟁']",3,,"[0.9, 1.0)",Incorrect,mmmlu-european_history
generation-for-nlp-1048,2,3,False,0.9860082,0.973769,"[0.00036299112252891064, 0.9860082268714905, 0.01223924569785595, 0.0013895828742533922]","이 지문에 나타난 정보는 무엇인가? ""그러하면 각 주 의회로부터 즉각 냉정한 관심을 끌기 위해 이 규약을 진심으로 추천하도록 허락해 주십시오. 우리 공동의 자유를 유지하고 방어하기 위해 모든 평의회와 모든 힘을 하나로 묶어야 한다는 절대적 필요를 확신하면서, 수많은 주권과 독립적 공동체로 나누어진 대륙의 다양한 정서와 이해관계를 한 체계로 결합하는 것이 어렵다는 점을 느끼며 솔직하게 검토하도록 합시다. …."" 대륙 의회 저널, 1777",연합규약(Articles of Confederation)의 주요 약점을 고르시오.,"['지나치게 권력이 많은 최고 경영자를 생성했다.', '자체 수정을 위한 메커니즘을 포함하지 않았다.', '세금과 관세를 통한 정부의 자금 조달을 너무 어렵게 했다.', '연방정부가 주 간 분쟁을 중재할 권한을 거부했다.']",3,,"[0.9, 1.0)",Incorrect,mmmlu-us_history
