id,predicted_answer,true_answer,is_correct,pred_confidence,confidence_gap,probs,category
generation-for-nlp-867,3,2,FALSE,0.5114938,0.22447434,"[0.10546617954969406, 0.09602053463459015, 0.5114938020706177, 0.2870194613933563]",mmmlu-psychology
generation-for-nlp-868,3,3,TRUE,0.50417614,0.23961556,"[0.06470277905464172, 0.16656054556369781, 0.504176139831543, 0.2645605802536011]",mmmlu-psychology
generation-for-nlp-869,3,1,FALSE,0.39757246,0.005311042,"[0.08387406170368195, 0.12629206478595734, 0.39757245779037476, 0.39226141571998596]",mmmlu-psychology
generation-for-nlp-870,3,3,TRUE,0.37448114,0.1324765,"[0.16826631128787994, 0.21524792909622192, 0.3744811415672302, 0.2420046478509903]",mmmlu-psychology
generation-for-nlp-871,4,3,FALSE,0.76435566,0.588808,"[0.012068348005414009, 0.04802831634879112, 0.17554764449596405, 0.7643556594848633]",mmmlu-psychology
generation-for-nlp-872,4,4,TRUE,0.5436853,0.35521483,"[0.1884704977273941, 0.09370198845863342, 0.17414222657680511, 0.5436853170394897]",mmmlu-psychology
generation-for-nlp-873,3,2,FALSE,0.3762853,0.0953151,"[0.20552848279476166, 0.13721606135368347, 0.3762853145599365, 0.2809702157974243]",mmmlu-psychology
generation-for-nlp-874,3,1,FALSE,0.52544826,0.24817544,"[0.1306944191455841, 0.06658445298671722, 0.5254482626914978, 0.2772728204727173]",mmmlu-psychology
generation-for-nlp-875,2,1,FALSE,0.3771756,0.045576513,"[0.017610447481274605, 0.37717559933662415, 0.2736147940158844, 0.33159908652305603]",mmmlu-psychology
generation-for-nlp-876,4,2,FALSE,0.6302319,0.35115275,"[0.02692953124642372, 0.06375936418771744, 0.2790791690349579, 0.6302319169044495]",mmmlu-psychology
generation-for-nlp-877,3,3,TRUE,0.6762313,0.50530577,"[0.05928916111588478, 0.09355396032333374, 0.676231324672699, 0.1709255576133728]",mmmlu-psychology
generation-for-nlp-879,2,1,FALSE,0.56642586,0.35791346,"[0.1650431901216507, 0.5664258599281311, 0.060018591582775116, 0.20851239562034607]",mmmlu-psychology
generation-for-nlp-880,4,4,TRUE,0.87604433,0.7920747,"[0.025182561948895454, 0.014803500846028328, 0.08396966010332108, 0.8760443329811096]",mmmlu-psychology
generation-for-nlp-881,3,3,TRUE,0.35391277,0.06403598,"[0.09345702826976776, 0.289876788854599, 0.3539127707481384, 0.262753427028656]",mmmlu-psychology
generation-for-nlp-882,4,1,FALSE,0.6831984,0.4666414,"[0.04113589972257614, 0.05910872295498848, 0.21655699610710144, 0.6831983923912048]",mmmlu-psychology
generation-for-nlp-883,1,1,TRUE,0.54490584,0.33364296,"[0.5449058413505554, 0.21126288175582886, 0.07671783864498138, 0.16711345314979553]",mmmlu-psychology
generation-for-nlp-884,3,4,FALSE,0.7160457,0.4880238,"[0.02234242670238018, 0.03359001874923706, 0.7160456776618958, 0.22802188992500305]",mmmlu-psychology
generation-for-nlp-885,3,3,TRUE,0.56674844,0.36707228,"[0.10717842727899551, 0.19967617094516754, 0.5667484402656555, 0.12639693915843964]",mmmlu-psychology
generation-for-nlp-886,4,1,FALSE,0.5090306,0.28174117,"[0.11532822251319885, 0.14835180342197418, 0.22728940844535828, 0.5090305805206299]",mmmlu-psychology
generation-for-nlp-887,1,1,TRUE,0.420295,0.13999277,"[0.42029500007629395, 0.12346342951059341, 0.2803022265434265, 0.1759394109249115]",mmmlu-psychology
generation-for-nlp-888,2,2,TRUE,0.8476215,0.7006065,"[0.14701497554779053, 0.847621500492096, 0.0023347234819084406, 0.00302878231741488]",mmmlu-psychology
generation-for-nlp-889,4,2,FALSE,0.6563984,0.44220698,"[0.06156276911497116, 0.06784729659557343, 0.21419142186641693, 0.6563984155654907]",mmmlu-psychology
generation-for-nlp-890,3,3,TRUE,0.5464123,0.21012977,"[0.06460239738225937, 0.05270281061530113, 0.5464122891426086, 0.33628252148628235]",mmmlu-psychology
generation-for-nlp-892,4,4,TRUE,0.34533828,0.046351463,"[0.2989868223667145, 0.11333268880844116, 0.24234220385551453, 0.34533828496932983]",mmmlu-psychology
generation-for-nlp-893,4,1,FALSE,0.55078727,0.34048742,"[0.07348544895648956, 0.21029983460903168, 0.16542743146419525, 0.5507872700691223]",mmmlu-psychology
generation-for-nlp-894,4,4,TRUE,0.6195764,0.30866367,"[0.03791338950395584, 0.0315975658595562, 0.31091272830963135, 0.6195763945579529]",mmmlu-psychology
generation-for-nlp-895,3,4,FALSE,0.33340853,0.0047122836,"[0.1351451873779297, 0.2027500569820404, 0.33340853452682495, 0.32869625091552734]",mmmlu-psychology
generation-for-nlp-896,3,3,TRUE,0.5136439,0.23143607,"[0.09430825710296631, 0.1098400205373764, 0.5136439204216003, 0.2822078466415405]",mmmlu-psychology
generation-for-nlp-897,4,3,FALSE,0.46797097,0.020336717,"[0.03735994175076485, 0.04703483358025551, 0.4476342499256134, 0.46797096729278564]",mmmlu-psychology
generation-for-nlp-898,4,4,TRUE,0.8335168,0.71685123,"[0.002628696383908391, 0.047188982367515564, 0.11666551232337952, 0.8335167765617371]",mmmlu-psychology
generation-for-nlp-899,3,3,TRUE,0.34632343,0.009713411,"[0.1896447390317917, 0.1274217963218689, 0.3463234305381775, 0.33661001920700073]",mmmlu-psychology
generation-for-nlp-900,4,4,TRUE,0.546269,0.22273073,"[0.06048131361603737, 0.06971149146556854, 0.32353827357292175, 0.5462689995765686]",mmmlu-psychology
generation-for-nlp-901,3,4,FALSE,0.5184756,0.13487116,"[0.002463133540004492, 0.09545683860778809, 0.5184755921363831, 0.3836044371128082]",mmmlu-psychology
generation-for-nlp-902,4,4,TRUE,0.6284745,0.3236852,"[0.031199021264910698, 0.03553721308708191, 0.304789274930954, 0.6284744739532471]",mmmlu-psychology
generation-for-nlp-903,4,3,FALSE,0.5917881,0.32594123,"[0.06263187527656555, 0.07973315566778183, 0.2658468782901764, 0.591788113117218]",mmmlu-psychology
generation-for-nlp-904,2,1,FALSE,0.28953448,0.022543222,"[0.26273414492607117, 0.28953447937965393, 0.2669912576675415, 0.1807401031255722]",mmmlu-psychology
generation-for-nlp-905,3,2,FALSE,0.40199292,0.071101725,"[0.10367048531770706, 0.1634453535079956, 0.40199291706085205, 0.3308911919593811]",mmmlu-psychology
generation-for-nlp-909,3,3,TRUE,0.41360617,0.15774468,"[0.13931313157081604, 0.2558614909648895, 0.4136061668395996, 0.19121918082237244]",mmmlu-psychology
generation-for-nlp-910,4,4,TRUE,0.69766825,0.5278044,"[0.08201977610588074, 0.05044810101389885, 0.16986384987831116, 0.6976682543754578]",mmmlu-psychology
generation-for-nlp-911,4,4,TRUE,0.47914413,0.16674358,"[0.15477223694324493, 0.05368317291140556, 0.31240054965019226, 0.4791441261768341]",mmmlu-psychology
generation-for-nlp-912,3,4,FALSE,0.57069784,0.36300653,"[0.0667150691151619, 0.15489573776721954, 0.5706978440284729, 0.20769129693508148]",mmmlu-psychology
generation-for-nlp-913,2,1,FALSE,0.31862494,0.058800876,"[0.22437486052513123, 0.31862494349479675, 0.19717608392238617, 0.25982406735420227]",mmmlu-psychology
generation-for-nlp-914,1,1,TRUE,0.3580999,0.02525562,"[0.35809990763664246, 0.3328442871570587, 0.17870016396045685, 0.1303556263446808]",mmmlu-psychology
generation-for-nlp-915,4,4,TRUE,0.424833,0.15747923,"[0.07932396233081818, 0.22848929464817047, 0.26735377311706543, 0.4248329997062683]",mmmlu-psychology
generation-for-nlp-916,4,4,TRUE,0.5559305,0.30000937,"[0.10330764949321747, 0.08484072983264923, 0.2559211254119873, 0.555930495262146]",mmmlu-psychology
generation-for-nlp-917,3,4,FALSE,0.4703701,0.10536507,"[0.09523849934339523, 0.06938634812831879, 0.4703701138496399, 0.3650050461292267]",mmmlu-psychology
generation-for-nlp-918,3,2,FALSE,0.4996374,0.28333557,"[0.12773631513118744, 0.15632441639900208, 0.4996373951435089, 0.216301828622818]",mmmlu-psychology
generation-for-nlp-919,4,4,TRUE,0.474235,0.07161111,"[0.08818785101175308, 0.034953340888023376, 0.40262389183044434, 0.47423499822616577]",mmmlu-psychology
generation-for-nlp-920,2,4,FALSE,0.8702139,0.7921287,"[0.004582797642797232, 0.8702139258384705, 0.04711807519197464, 0.07808522135019302]",mmmlu-psychology
generation-for-nlp-921,2,4,FALSE,0.34932536,0.023596585,"[0.08432883769273758, 0.34932535886764526, 0.32572877407073975, 0.2406170666217804]",mmmlu-psychology
generation-for-nlp-922,1,2,FALSE,0.31967804,0.043182224,"[0.31967803835868835, 0.2764958143234253, 0.18186137080192566, 0.2219647765159607]",mmmlu-psychology
generation-for-nlp-923,4,1,FALSE,0.42653564,0.15538362,"[0.14328771829605103, 0.15902458131313324, 0.2711520195007324, 0.42653563618659973]",mmmlu-psychology
generation-for-nlp-924,2,4,FALSE,0.7635371,0.64736456,"[0.007160293869674206, 0.7635371088981628, 0.11313003301620483, 0.11617257446050644]",mmmlu-psychology
generation-for-nlp-925,4,2,FALSE,0.39624587,0.14877859,"[0.18366123735904694, 0.1726256161928177, 0.2474672794342041, 0.3962458670139313]",mmmlu-psychology
generation-for-nlp-927,2,4,FALSE,0.46535385,0.15972579,"[0.06924048811197281, 0.4653538465499878, 0.30562806129455566, 0.15977755188941956]",mmmlu-psychology
generation-for-nlp-929,3,3,TRUE,0.6728692,0.4276596,"[0.043093349784612656, 0.03882785141468048, 0.6728692054748535, 0.24520960450172424]",mmmlu-psychology
generation-for-nlp-930,4,4,TRUE,0.72864115,0.6267956,"[0.10184556245803833, 0.07656259834766388, 0.09295065701007843, 0.728641152381897]",mmmlu-psychology
generation-for-nlp-933,2,2,TRUE,0.4137313,0.14230081,"[0.18623733520507812, 0.41373130679130554, 0.12860091030597687, 0.27143049240112305]",mmmlu-psychology
generation-for-nlp-934,4,4,TRUE,0.6322838,0.40406585,"[0.0592549592256546, 0.08024325221776962, 0.2282179594039917, 0.6322838068008423]",mmmlu-psychology
generation-for-nlp-935,4,4,TRUE,0.34214187,0.036151975,"[0.2244364619255066, 0.3059898912906647, 0.12743179500102997, 0.34214186668395996]",mmmlu-psychology
generation-for-nlp-936,3,2,FALSE,0.63595587,0.38114172,"[0.05305910483002663, 0.05617085471749306, 0.6359558701515198, 0.25481414794921875]",mmmlu-psychology
generation-for-nlp-937,4,4,TRUE,0.4674497,0.13744491,"[0.07053276151418686, 0.13201279938220978, 0.3300047814846039, 0.46744969487190247]",mmmlu-psychology
generation-for-nlp-938,4,2,FALSE,0.5643894,0.3632484,"[0.03742506727576256, 0.20114098489284515, 0.1970445215702057, 0.5643894076347351]",mmmlu-psychology
generation-for-nlp-940,3,2,FALSE,0.45457578,0.13486132,"[0.014944433234632015, 0.2107652723789215, 0.454575777053833, 0.3197144567966461]",mmmlu-psychology
generation-for-nlp-941,4,3,FALSE,0.5162491,0.22448686,"[0.09150847792625427, 0.10048016160726547, 0.29176226258277893, 0.5162491202354431]",mmmlu-psychology
generation-for-nlp-942,4,4,TRUE,0.83566666,0.73490393,"[0.04082215577363968, 0.02274852991104126, 0.10076271742582321, 0.8356666564941406]",mmmlu-psychology
generation-for-nlp-943,2,2,TRUE,0.54073226,0.35722384,"[0.09708006680011749, 0.5407322645187378, 0.18350842595100403, 0.1786792129278183]",mmmlu-psychology
generation-for-nlp-944,3,4,FALSE,0.5119867,0.22164431,"[0.03520862013101578, 0.16246241331100464, 0.5119866728782654, 0.2903423607349396]",mmmlu-psychology
generation-for-nlp-945,2,3,FALSE,0.4675909,0.16322327,"[0.011854042299091816, 0.46759089827537537, 0.30436763167381287, 0.21618740260601044]",mmmlu-psychology
generation-for-nlp-946,4,2,FALSE,0.5773082,0.3358885,"[0.024423178285360336, 0.1568489521741867, 0.24141965806484222, 0.577308177947998]",mmmlu-psychology
generation-for-nlp-947,3,2,FALSE,0.6120845,0.41285783,"[0.008638337254524231, 0.18005052208900452, 0.6120845079421997, 0.19922669231891632]",mmmlu-psychology
generation-for-nlp-950,4,4,TRUE,0.5353121,0.27746472,"[0.03136066719889641, 0.17547981441020966, 0.257847398519516, 0.5353121161460876]",mmmlu-psychology
generation-for-nlp-952,4,4,TRUE,0.37990665,0.06704733,"[0.1735515147447586, 0.13368244469165802, 0.31285932660102844, 0.37990665435791016]",mmmlu-psychology
generation-for-nlp-953,2,2,TRUE,0.62693244,0.40902585,"[0.01678335852921009, 0.6269324421882629, 0.21790660917758942, 0.1383775770664215]",mmmlu-psychology
generation-for-nlp-954,3,3,TRUE,0.59784746,0.29635575,"[0.026043539866805077, 0.07461731135845184, 0.5978474617004395, 0.30149170756340027]",mmmlu-psychology
generation-for-nlp-955,4,1,FALSE,0.38043657,0.09149116,"[0.14169207215309143, 0.18892590701580048, 0.28894540667533875, 0.38043656945228577]",mmmlu-psychology
generation-for-nlp-956,4,3,FALSE,0.40118477,0.094578,"[0.1651056557893753, 0.1271028369665146, 0.3066067695617676, 0.4011847674846649]",mmmlu-psychology
generation-for-nlp-957,4,4,TRUE,0.8782515,0.79814035,"[0.025855202227830887, 0.015782134607434273, 0.08011115342378616, 0.8782514929771423]",mmmlu-psychology
generation-for-nlp-958,3,2,FALSE,0.46160036,0.08546847,"[0.09751203656196594, 0.0647556260228157, 0.4616003632545471, 0.37613189220428467]",mmmlu-psychology
generation-for-nlp-959,4,2,FALSE,0.66255105,0.49273235,"[0.1698186844587326, 0.06293097138404846, 0.10469931364059448, 0.6625510454177856]",mmmlu-psychology
generation-for-nlp-960,3,3,TRUE,0.5301787,0.19578263,"[0.08588379621505737, 0.0495414137840271, 0.5301787257194519, 0.334396094083786]",mmmlu-psychology
generation-for-nlp-962,4,4,TRUE,0.78835845,0.66588104,"[0.03211406618356705, 0.057050030678510666, 0.12247741967439651, 0.7883584499359131]",mmmlu-psychology
generation-for-nlp-963,4,4,TRUE,0.5900198,0.41174892,"[0.08026400208473206, 0.15144525468349457, 0.17827090620994568, 0.5900198221206665]",mmmlu-psychology
generation-for-nlp-964,4,4,TRUE,0.6688378,0.5153019,"[0.12268739938735962, 0.05493884161114693, 0.1535358875989914, 0.6688377857208252]",mmmlu-psychology
generation-for-nlp-965,3,2,FALSE,0.42613214,0.19236407,"[0.1575893759727478, 0.23376807570457458, 0.4261321425437927, 0.1825104057788849]",mmmlu-psychology
generation-for-nlp-966,2,4,FALSE,0.5390277,0.31560192,"[0.07295572757720947, 0.5390276908874512, 0.16459086537361145, 0.22342577576637268]",mmmlu-psychology
generation-for-nlp-967,4,3,FALSE,0.7133036,0.4647989,"[0.011826137080788612, 0.026365531608462334, 0.24850472807884216, 0.7133036255836487]",mmmlu-psychology
generation-for-nlp-968,4,3,FALSE,0.56207126,0.2791237,"[0.07021687179803848, 0.08476430177688599, 0.2829475700855255, 0.5620712637901306]",mmmlu-psychology
generation-for-nlp-969,4,4,TRUE,0.65325457,0.40482044,"[0.05953168496489525, 0.03877962380647659, 0.24843411147594452, 0.6532545685768127]",mmmlu-psychology
generation-for-nlp-972,3,1,FALSE,0.4487482,0.06605026,"[0.058083269745111465, 0.11047060787677765, 0.4487482011318207, 0.3826979398727417]",mmmlu-psychology
generation-for-nlp-973,2,1,FALSE,0.9393291,0.90386623,"[0.03546285629272461, 0.9393290877342224, 0.006875706370919943, 0.01833241991698742]",mmmlu-psychology
generation-for-nlp-974,3,4,FALSE,0.5630168,0.2114766,"[0.05107399448752403, 0.034369077533483505, 0.5630167722702026, 0.3515401780605316]",mmmlu-psychology
generation-for-nlp-975,1,4,FALSE,0.318375,0.040076792,"[0.31837499141693115, 0.27829819917678833, 0.18591558933258057, 0.21741124987602234]",mmmlu-us_history
generation-for-nlp-976,2,1,FALSE,0.66961294,0.4058196,"[0.26379334926605225, 0.6696129441261292, 0.03727787360548973, 0.029315877705812454]",mmmlu-us_history
generation-for-nlp-977,4,4,TRUE,0.37015533,0.117356956,"[0.15964029729366302, 0.2527983784675598, 0.2174060344696045, 0.37015533447265625]",mmmlu-us_history
generation-for-nlp-978,3,2,FALSE,0.40369722,0.14556399,"[0.1582605540752411, 0.2581332325935364, 0.4036972224712372, 0.17990896105766296]",mmmlu-us_history
generation-for-nlp-979,2,1,FALSE,0.5620976,0.38494113,"[0.17706966400146484, 0.5620976090431213, 0.1771564781665802, 0.08367624878883362]",mmmlu-us_history
generation-for-nlp-981,3,1,FALSE,0.45616063,0.24159156,"[0.14432162046432495, 0.2145690768957138, 0.45616063475608826, 0.18494857847690582]",mmmlu-us_history
generation-for-nlp-982,2,4,FALSE,0.48756838,0.24472037,"[0.2428480088710785, 0.48756837844848633, 0.19074270129203796, 0.07884090393781662]",mmmlu-us_history
generation-for-nlp-983,2,2,TRUE,0.52301145,0.25591084,"[0.12281841784715652, 0.5230114459991455, 0.26710060238838196, 0.08706953376531601]",mmmlu-us_history
generation-for-nlp-984,2,2,TRUE,0.89334095,0.85357773,"[0.03976321220397949, 0.8933409452438354, 0.034340523183345795, 0.03255527466535568]",mmmlu-us_history
generation-for-nlp-985,3,3,TRUE,0.41990834,0.21647947,"[0.18859294056892395, 0.1880699098110199, 0.419908344745636, 0.20342887938022614]",mmmlu-us_history
generation-for-nlp-986,4,1,FALSE,0.5804405,0.34736305,"[0.08308445662260056, 0.10339751839637756, 0.23307746648788452, 0.5804405212402344]",mmmlu-us_history
generation-for-nlp-987,3,1,FALSE,0.37001732,0.08518854,"[0.284828782081604, 0.0943598523736, 0.37001731991767883, 0.25079402327537537]",mmmlu-us_history
generation-for-nlp-988,3,2,FALSE,0.558221,0.27615702,"[0.0665145218372345, 0.28206396102905273, 0.5582209825515747, 0.09320058673620224]",mmmlu-us_history
generation-for-nlp-989,3,3,TRUE,0.7747158,0.6875276,"[0.06726442277431488, 0.07083160430192947, 0.774715781211853, 0.08718819916248322]",mmmlu-us_history
generation-for-nlp-991,3,2,FALSE,0.3464572,0.06620744,"[0.12311489880084991, 0.28024977445602417, 0.34645721316337585, 0.2501780688762665]",mmmlu-european_history
generation-for-nlp-992,2,3,FALSE,0.42689192,0.1800218,"[0.15649427473545074, 0.42689192295074463, 0.24687013030052185, 0.16974370181560516]",mmmlu-us_history
generation-for-nlp-993,4,4,TRUE,0.6429084,0.47474214,"[0.12959904968738556, 0.059326283633708954, 0.16816624999046326, 0.6429083943367004]",mmmlu-us_history
generation-for-nlp-994,3,4,FALSE,0.49796313,0.24698198,"[0.08358386158943176, 0.16747194528579712, 0.4979631304740906, 0.2509811520576477]",mmmlu-us_history
generation-for-nlp-995,3,2,FALSE,0.39748448,0.13778493,"[0.12833642959594727, 0.2596995532512665, 0.3974844813346863, 0.21447955071926117]",mmmlu-us_history
generation-for-nlp-996,3,2,FALSE,0.53730094,0.30788788,"[0.04076768457889557, 0.19251829385757446, 0.5373009443283081, 0.22941306233406067]",mmmlu-us_history
generation-for-nlp-998,3,3,TRUE,0.5910065,0.331563,"[0.2594435214996338, 0.04636171832680702, 0.5910065174102783, 0.10318829119205475]",mmmlu-us_history
generation-for-nlp-999,3,4,FALSE,0.42256877,0.17531437,"[0.24623078107833862, 0.08394599705934525, 0.42256876826286316, 0.2472544014453888]",mmmlu-us_history
generation-for-nlp-1000,3,1,FALSE,0.3876604,0.14024581,"[0.24741460382938385, 0.23197056353092194, 0.387660413980484, 0.13295438885688782]",mmmlu-us_history
generation-for-nlp-1001,2,4,FALSE,0.5988955,0.40022343,"[0.19867204129695892, 0.5988954901695251, 0.019711080938577652, 0.18272145092487335]",mmmlu-european_history
generation-for-nlp-1003,3,3,TRUE,0.56762886,0.38934022,"[0.17828865349292755, 0.08044886589050293, 0.5676288604736328, 0.17363356053829193]",mmmlu-us_history
generation-for-nlp-1004,3,3,TRUE,0.37980497,0.100286394,"[0.27951857447624207, 0.19689857959747314, 0.37980496883392334, 0.14377793669700623]",mmmlu-us_history
generation-for-nlp-1005,1,1,TRUE,0.2953074,0.029931277,"[0.2953073978424072, 0.18895995616912842, 0.2503565847873688, 0.26537612080574036]",mmmlu-us_history
generation-for-nlp-1006,3,3,TRUE,0.57875425,0.38907427,"[0.12854601442813873, 0.10301969200372696, 0.5787542462348938, 0.18967999517917633]",mmmlu-us_history
generation-for-nlp-1007,3,3,TRUE,0.56402105,0.28794327,"[0.03257273882627487, 0.12732848525047302, 0.5640210509300232, 0.2760777771472931]",mmmlu-us_history
generation-for-nlp-1008,2,1,FALSE,0.31624785,0.016824692,"[0.2994231581687927, 0.3162478506565094, 0.23136524856090546, 0.15296363830566406]",mmmlu-us_history
generation-for-nlp-1009,3,1,FALSE,0.49643096,0.26049346,"[0.23593752086162567, 0.2152402549982071, 0.4964309632778168, 0.05239124596118927]",mmmlu-us_history
generation-for-nlp-1010,3,1,FALSE,0.39887893,0.1377927,"[0.09214083850383759, 0.2478940337896347, 0.39887893199920654, 0.26108622550964355]",mmmlu-us_history
generation-for-nlp-1012,2,1,FALSE,0.48910257,0.2678063,"[0.2212962657213211, 0.4891025722026825, 0.14527282118797302, 0.1443282663822174]",mmmlu-us_history
generation-for-nlp-1014,3,4,FALSE,0.3205014,0.053428113,"[0.20213305950164795, 0.21029220521450043, 0.3205013871192932, 0.26707327365875244]",mmmlu-us_history
generation-for-nlp-1016,3,3,TRUE,0.46219254,0.20951286,"[0.16423843801021576, 0.12088928371667862, 0.4621925354003906, 0.2526796758174896]",mmmlu-us_history
generation-for-nlp-1019,3,3,TRUE,0.54958045,0.36058396,"[0.18899650871753693, 0.16792649030685425, 0.549580454826355, 0.09349654614925385]",mmmlu-us_history
generation-for-nlp-1021,2,3,FALSE,0.34038535,0.07449797,"[0.26588737964630127, 0.3403853476047516, 0.2432137131690979, 0.15051361918449402]",mmmlu-us_history
generation-for-nlp-1022,2,1,FALSE,0.49474815,0.27985954,"[0.21488860249519348, 0.49474814534187317, 0.16059057414531708, 0.12977267801761627]",mmmlu-us_history
generation-for-nlp-1023,2,4,FALSE,0.2786621,0.012925625,"[0.2502436339855194, 0.2786620855331421, 0.20535774528980255, 0.26573646068573]",mmmlu-us_history
generation-for-nlp-1026,4,1,FALSE,0.29609093,0.008417606,"[0.20755299925804138, 0.20868271589279175, 0.28767332434654236, 0.2960909307003021]",mmmlu-us_history
generation-for-nlp-1027,3,1,FALSE,0.4354757,0.11627269,"[0.13871464133262634, 0.106606625020504, 0.4354757070541382, 0.3192030191421509]",mmmlu-us_history
generation-for-nlp-1030,1,3,FALSE,0.65325946,0.4966756,"[0.6532594561576843, 0.09478757530450821, 0.15658383071422577, 0.09536916017532349]",mmmlu-us_history
generation-for-nlp-1031,3,2,FALSE,0.37699714,0.053680807,"[0.13370980322360992, 0.3233163356781006, 0.3769971430301666, 0.1659766137599945]",mmmlu-us_history
generation-for-nlp-1033,3,2,FALSE,0.36715198,0.116670996,"[0.17658160626888275, 0.20578554272651672, 0.36715197563171387, 0.250480979681015]",mmmlu-us_history
generation-for-nlp-1034,3,3,TRUE,0.47180358,0.2225234,"[0.1652267575263977, 0.11368948221206665, 0.47180357575416565, 0.2492801696062088]",mmmlu-us_history
generation-for-nlp-1035,3,3,TRUE,0.36548105,0.107177824,"[0.2583032250404358, 0.14092566072940826, 0.36548104882240295, 0.235290065407753]",mmmlu-us_history
generation-for-nlp-1037,3,3,TRUE,0.4116912,0.14297059,"[0.13647687435150146, 0.2687205970287323, 0.41169118881225586, 0.18311141431331635]",mmmlu-us_history
generation-for-nlp-1039,3,1,FALSE,0.5266467,0.3214894,"[0.09820769727230072, 0.16998830437660217, 0.5266466736793518, 0.2051572948694229]",mmmlu-us_history
generation-for-nlp-1040,3,3,TRUE,0.6203563,0.2869295,"[0.023359745740890503, 0.022857123985886574, 0.6203563213348389, 0.333426833152771]",mmmlu-european_history
generation-for-nlp-1041,1,1,TRUE,0.7645017,0.65081644,"[0.764501690864563, 0.05738872289657593, 0.06442438811063766, 0.11368527263402939]",mmmlu-us_history
generation-for-nlp-1042,3,3,TRUE,0.44422933,0.2356325,"[0.18550793826580048, 0.1616659164428711, 0.4442293345928192, 0.2085968405008316]",mmmlu-us_history
generation-for-nlp-1045,4,4,TRUE,0.36477232,0.07738963,"[0.28738269209861755, 0.12057811766862869, 0.22726687788963318, 0.36477231979370117]",mmmlu-us_history
generation-for-nlp-1046,3,4,FALSE,0.5242183,0.26007017,"[0.11565029621124268, 0.09598322957754135, 0.5242183208465576, 0.26414814591407776]",mmmlu-us_history
generation-for-nlp-1047,2,2,TRUE,0.47242415,0.23973012,"[0.23269402980804443, 0.47242414951324463, 0.15652282536029816, 0.13835899531841278]",mmmlu-european_history
generation-for-nlp-1048,3,3,TRUE,0.43251324,0.21501532,"[0.1810571849346161, 0.21749791502952576, 0.4325132369995117, 0.16893163323402405]",mmmlu-us_history
generation-for-nlp-1049,2,2,TRUE,0.95139074,0.91292,"[0.03847074136137962, 0.9513907432556152, 0.004174579866230488, 0.005964021664112806]",mmmlu-us_history
generation-for-nlp-1050,3,4,FALSE,0.4055737,0.09508607,"[0.1133941113948822, 0.31048762798309326, 0.40557369589805603, 0.17054450511932373]",mmmlu-us_history
generation-for-nlp-1051,4,4,TRUE,0.47471407,0.1593242,"[0.0924832671880722, 0.11741282790899277, 0.31538987159729004, 0.474714070558548]",mmmlu-european_history
generation-for-nlp-1052,4,3,FALSE,0.36784083,0.08739689,"[0.13435997068881989, 0.21735522150993347, 0.28044393658638, 0.36784082651138306]",mmmlu-us_history
generation-for-nlp-1053,3,3,TRUE,0.37868682,0.052279472,"[0.11555883288383484, 0.3264073431491852, 0.3786868155002594, 0.17934702336788177]",mmmlu-us_history
generation-for-nlp-1055,4,1,FALSE,0.46349066,0.14768386,"[0.16045695543289185, 0.06024554371833801, 0.3158068060874939, 0.46349066495895386]",mmmlu-us_history
generation-for-nlp-1056,2,2,TRUE,0.5210529,0.19745716,"[0.32359573245048523, 0.521052896976471, 0.07261346280574799, 0.08273790776729584]",mmmlu-us_history
generation-for-nlp-1057,2,3,FALSE,0.3166797,0.009976119,"[0.20412477850914001, 0.3166796863079071, 0.3067035675048828, 0.17249196767807007]",mmmlu-us_history
generation-for-nlp-1058,3,2,FALSE,0.35942233,0.041890025,"[0.09647812694311142, 0.22656725347042084, 0.35942232608795166, 0.3175323009490967]",mmmlu-european_history
generation-for-nlp-1059,3,4,FALSE,0.37059206,0.07680714,"[0.17325261235237122, 0.16237035393714905, 0.37059205770492554, 0.2937849164009094]",mmmlu-us_history
generation-for-nlp-1060,2,3,FALSE,0.49210975,0.16019374,"[0.03478541225194931, 0.4921097457408905, 0.3319160044193268, 0.14118878543376923]",mmmlu-us_history
generation-for-nlp-1062,3,3,TRUE,0.8211567,0.7418755,"[0.07928117364645004, 0.02881358563899994, 0.8211566805839539, 0.07074854522943497]",mmmlu-us_history
generation-for-nlp-1063,1,1,TRUE,0.53507257,0.20947132,"[0.5350725650787354, 0.059127774089574814, 0.3256012499332428, 0.08019834011793137]",mmmlu-us_history
generation-for-nlp-1064,3,2,FALSE,0.57658076,0.4128294,"[0.12666934728622437, 0.16375136375427246, 0.5765807628631592, 0.13299846649169922]",mmmlu-us_history
generation-for-nlp-1065,3,3,TRUE,0.65079236,0.49884272,"[0.11574722826480865, 0.08151077479124069, 0.6507923603057861, 0.1519496589899063]",mmmlu-us_history
generation-for-nlp-1066,2,4,FALSE,0.26742986,0.014494926,"[0.22809310257434845, 0.2674298584461212, 0.25293493270874023, 0.2515421211719513]",mmmlu-us_history
generation-for-nlp-1067,3,1,FALSE,0.3649963,0.075507194,"[0.28948912024497986, 0.19617313146591187, 0.3649963140487671, 0.14934144914150238]",mmmlu-us_history
generation-for-nlp-1068,1,1,TRUE,0.6012372,0.38560337,"[0.6012371778488159, 0.215633824467659, 0.14441035687923431, 0.03871872276067734]",mmmlu-us_history
generation-for-nlp-1069,2,4,FALSE,0.49295482,0.23485222,"[0.1940380036830902, 0.492954820394516, 0.2581025958061218, 0.05490470305085182]",mmmlu-us_history
